ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
1023,2964 N 81st St                               ,Milwaukee      ,53222-4808,-88.013642461977,43.072987991885,100.0,3000585733,002,POINT (-88.013642461977 43.072987991885),17,6,Milwaukee County,06,6.0,4,55079005700
1024,3600 W Hope Ave                               ,Milwaukee      ,53216-1761,-87.958804950099,43.093506513673,100.0,3000585773,001,POINT (-87.958804950099 43.093506513673),18,6,Milwaukee County,06,6.0,4,55079004100
1025,3014 W Scott St                               ,Milwaukee      ,53215-1643,-87.952063050099,43.019022030299,100.0,3000585803,001,POINT (-87.952063050099 43.019022030299),9,3,Milwaukee County,03,3.0,4,55079016200
1026,5131 N Green Bay Ave                               ,Milwaukee      ,53209-5753,-87.932886848195,43.110800936404,100.0,3000585803,002,POINT (-87.932886848195 43.110800936404),11,4,Milwaukee County,04,4.0,4,55079002300
1027,3120 W Green Ave                               ,Milwaukee      ,53221-4178,-87.95373021064,42.939677803283,100.0,3000585833,001,POINT (-87.95373021064 42.939677803283),20,7,Milwaukee County,07,7.0,4,55079021800
1028,6945 N 41st St                               ,Milwaukee      ,53209-2204,-87.963193463145,43.143951992106,100.0,3000585863,001,POINT (-87.963193463145 43.143951992106),11,4,Milwaukee County,04,4.0,4,55079000900
1029,6701 W Eden Pl                               ,Milwaukee      ,53220-1335,-87.995014017445,42.980193660119,100.0,3000585943,001,POINT (-87.995014017445 42.980193660119),84,28,Milwaukee County,28,28.0,4,55079019800
1030,4931 N 68th St                               ,Milwaukee      ,53218-3905,-87.996186813338,43.107644772673,100.0,3000585953,003,POINT (-87.996186813338 43.107644772673),11,4,Milwaukee County,04,4.0,4,55079003000
1031,1021 S 21st St                               ,Milwaukee      ,53204-2030,-87.939471587511,43.020244656606,100.0,3000585973,001,POINT (-87.939471587511 43.020244656606),8,3,Milwaukee County,03,3.0,4,55079015800
1032,4360 S 20th St                               ,Milwaukee      ,53221-2367,-87.938912514569,42.96523900375,100.0,3000585993,002,POINT (-87.938912514569 42.96523900375),9,3,Milwaukee County,03,3.0,4,55079021400
1033,2418 N Maryland Ave                               ,Milwaukee      ,53211-4438,-87.883102785741,43.062089799467,100.0,3000586073,001,POINT (-87.883102785741 43.062089799467),19,7,Milwaukee County,07,7.0,4,55079007700
1035,3618 N 53rd St                               ,Milwaukee      ,53216-2952,-87.979578072196,43.083682671694,100.0,3000586093,002,POINT (-87.979578072196 43.083682671694),17,6,Milwaukee County,06,6.0,4,55079003700
1036,4382 S 3rd St                               ,Milwaukee      ,53207-4968,-87.914452528541,42.964760019893,100.0,3000586113,002,POINT (-87.914452528541 42.964760019893),20,7,Milwaukee County,07,7.0,4,55079021200
1037,5225 W Lincoln Creek Dr                               ,Milwaukee      ,53218-5721,-87.97891196235,43.099489851435,100.0,3000586173,001,POINT (-87.97891196235 43.099489851435),17,6,Milwaukee County,06,6.0,4,55079003100
1038,730 W Lapham Blvd                               ,Milwaukee      ,53204-3428,-87.920451959558,43.014257463168,100.0,3000586903,001,POINT (-87.920451959558 43.014257463168),8,3,Milwaukee County,03,3.0,4,55079016500
1039,8251 N Celina St                               ,Milwaukee      ,53224-2713,-88.037103241327,43.167143460907,100.0,3000587083,001,POINT (-88.037103241327 43.167143460907),12,4,Milwaukee County,04,4.0,4,55079000202
1040,2360 N 52nd St                               ,Milwaukee      ,53210-2701,-87.978685650964,43.062043279904,100.0,3000587193,002,POINT (-87.978685650964 43.062043279904),17,6,Milwaukee County,06,6.0,4,55079009200
1041,4920 W Capitol Dr                               ,Milwaukee      ,53216-2321,-87.975321657944,43.089965201491,100.0,3000587233,001,POINT (-87.975321657944 43.089965201491),17,6,Milwaukee County,06,6.0,4,55079004000
1042,2969 S Howell Ave                               ,Milwaukee      ,53207-2083,-87.904351748482,42.991083135359,100.0,3000587323,002,POINT (-87.904351748482 42.991083135359),20,7,Milwaukee County,07,7.0,4,55079018400
1043,7001 N 86th St                               ,Milwaukee      ,53224-4841,-88.017941037201,43.145272351403,100.0,3000587443,001,POINT (-88.017941037201 43.145272351403),11,4,Milwaukee County,04,4.0,4,55079000304
1044,1943 E Trowbridge St                               ,Milwaukee      ,53207-2564,-87.885485090262,42.992103422523,100.0,3000587553,001,POINT (-87.885485090262 42.992103422523),19,7,Milwaukee County,07,7.0,4,55079018200
1045,2765 S 55th St                               ,Milwaukee      ,53219-3269,-87.982707204289,42.993988973551,100.0,3000587563,001,POINT (-87.982707204289 42.993988973551),7,3,Milwaukee County,03,3.0,4,55079019200
1046,3707 N 94th St                               ,Milwaukee      ,53222-2613,-88.029927494018,43.084200882858,100.0,3000587623,003,POINT (-88.029927494018 43.084200882858),17,6,Milwaukee County,06,6.0,4,55079005500
1047,5610 W Wisconsin Ave                               ,Milwaukee      ,53213-4258,-87.983374990515,43.038887476101,100.0,3000587673,001,POINT (-87.983374990515 43.038887476101),18,6,Milwaukee County,06,6.0,4,55079012500
1048,3230 S Adams Ave                               ,Milwaukee      ,53207-2706,-87.902827247932,42.985650404815,100.0,3000587683,001,POINT (-87.902827247932 42.985650404815),20,7,Milwaukee County,07,7.0,4,55079020600
1049,3635 S 17th St                               ,Milwaukee      ,53221-1651,-87.935097491339,42.978541209818,100.0,3000587693,002,POINT (-87.935097491339 42.978541209818),9,3,Milwaukee County,03,3.0,4,55079020200
1050,357 E Howard Ave                               ,Milwaukee      ,53207-3923,-87.906056040854,42.973732553876,100.0,3000587783,001,POINT (-87.906056040854 42.973732553876),20,7,Milwaukee County,07,7.0,4,55079020900
1051,4200 S 54th St                               ,Milwaukee      ,53220,-87.982632521532,42.968453002613,100.0,3000587803,001,POINT (-87.982632521532 42.968453002613),84,28,Milwaukee County,28,28.0,4,55079019900
1052,5100 N 91st St                               ,Milwaukee      ,53225-4131,-88.025832515222,43.110772982757,100.0,3000587883,001,POINT (-88.025832515222 43.110772982757),12,4,Milwaukee County,04,4.0,4,55079001700
1053,3563 S 97th St                               ,Milwaukee      ,53228-1416,-88.033856008218,42.979449682394,100.0,3000587893,001,POINT (-88.033856008218 42.979449682394),84,28,Milwaukee County,28,28.0,4,55079019500
1054,3727 S 78th St                               ,Milwaukee      ,53220-1603,-88.010385673498,42.976538395964,100.0,3000587903,001,POINT (-88.010385673498 42.976538395964),84,28,Milwaukee County,28,28.0,4,55079019700
1055,7667 W Congress St                               ,Milwaukee      ,53218-5349,-88.008152985949,43.097142541361,100.0,3000587983,002,POINT (-88.008152985949 43.097142541361),17,6,Milwaukee County,06,6.0,4,55079003400
1056,5966 N 35th St                               ,Milwaukee      ,53209-4055,-87.956075467149,43.125853619131,100.0,3000588003,002,POINT (-87.956075467149 43.125853619131),11,4,Milwaukee County,04,4.0,4,55079001000
1057,8718 W Thurston Ave                               ,Milwaukee      ,53225-2829,-88.021746840338,43.120536391214,100.0,3000588003,003,POINT (-88.021746840338 43.120536391214),12,4,Milwaukee County,04,4.0,4,55079001500
1058,1601 N Hawley Rd                               ,Milwaukee      ,53208-2116,-87.982550546519,43.051665687492,100.0,3000588033,001,POINT (-87.982550546519 43.051665687492),18,6,Milwaukee County,06,6.0,4,55079009400
1059,7878 N 60th St                               ,Milwaukee      ,53223-4109,-87.984894545742,43.16104445288,100.0,3000588053,002,POINT (-87.984894545742 43.16104445288),11,4,Milwaukee County,04,4.0,4,55079000700
1060,5700 W Green Tree Rd                               ,Milwaukee      ,53223-5220,-87.983463503413,43.141304232712,100.0,3000588073,001,POINT (-87.983463503413 43.141304232712),11,4,Milwaukee County,04,4.0,4,55079000800
1061,1420 W Goldcrest Ave                               ,Milwaukee      ,53221-5013,-87.931606009571,42.939367463318,100.0,3000588093,001,POINT (-87.931606009571 42.939367463318),20,7,Milwaukee County,07,7.0,4,55079021700
1062,5354 N 68th St                               ,Milwaukee      ,53218-2901,-87.9960325025,43.115184001213,100.0,3000588103,001,POINT (-87.9960325025 43.115184001213),11,4,Milwaukee County,04,4.0,4,55079001800
1063,3400 W North Ave                               ,Milwaukee      ,53208-1448,-87.956158028895,43.060657499852,100.0,3000588133,002,POINT (-87.956158028895 43.060657499852),16,6,Milwaukee County,06,6.0,4,55079009800
1064,823 S 4th St                               ,Milwaukee      ,53204-1724,-87.915442347487,43.022721550904,100.0,3000588163,001,POINT (-87.915442347487 43.022721550904),8,3,Milwaukee County,03,3.0,4,55079186500
1065,3239 S Pennsylvania Ave                               ,Milwaukee      ,53207-3131,-87.87942639919,42.9858819968,100.0,3000588173,001,POINT (-87.87942639919 42.9858819968),20,7,Milwaukee County,07,7.0,4,55079020800
1066,2430 W Wisconsin Ave                               ,Milwaukee      ,53233-1828,-87.943844007302,43.038777463622,100.0,3000588203,001,POINT (-87.943844007302 43.038777463622),18,6,Milwaukee County,06,6.0,4,55079013700
1067,6035 W Adler St                               ,Milwaukee      ,53214-1835,-87.988626001397,43.027722529614,100.0,3000588213,001,POINT (-87.988626001397 43.027722529614),7,3,Milwaukee County,03,3.0,4,55079013000
1068,3666 S Clement Ave                               ,Milwaukee      ,53207-3566,-87.894448110784,42.977856785514,100.0,3000588233,001,POINT (-87.894448110784 42.977856785514),20,7,Milwaukee County,07,7.0,4,55079020700
1069,5440 N 64th St                               ,Milwaukee      ,53218-3020,-87.991032529618,43.117676988765,100.0,3000588293,001,POINT (-87.991032529618 43.117676988765),11,4,Milwaukee County,04,4.0,4,55079001900
1070,971 W Windlake Ave                               ,Milwaukee      ,53204-3822,-87.924371253664,43.00797761558,100.0,3000588353,001,POINT (-87.924371253664 43.00797761558),8,3,Milwaukee County,03,3.0,4,55079016700
1071,1900 N 1st St                               ,Milwaukee      ,53212-3705,-87.911144275177,43.055837276883,100.0,3000588423,001,POINT (-87.911144275177 43.055837276883),16,6,Milwaukee County,06,6.0,4,55079011400
1072,1535 N 35th St                               ,Milwaukee      ,53208-2315,-87.95766216142,43.050861401973,100.0,3000588433,001,POINT (-87.95766216142 43.050861401973),18,6,Milwaukee County,06,6.0,4,55079009600
1073,10825 W Villard Ave                               ,Milwaukee      ,53225-3834,-88.047836938895,43.112070710916,100.0,3000588453,002,POINT (-88.047836938895 43.112070710916),12,4,Milwaukee County,04,4.0,4,55079000400
1074,6415 W Mount Vernon Ave                               ,Milwaukee      ,53213-4025,-87.992777977135,43.033862483238,100.0,3000588473,001,POINT (-87.992777977135 43.033862483238),7,3,Milwaukee County,03,3.0,4,55079012600
1075,9025 W Lawrence Ave                               ,Milwaukee      ,53225-5038,-88.025552811113,43.097881196578,100.0,3000588503,001,POINT (-88.025552811113 43.097881196578),12,4,Milwaukee County,04,4.0,4,55079003300
1076,1516 W Forest Home Ave                               ,Milwaukee      ,53204-3256,-87.931040231106,43.010451282845,100.0,3000588533,001,POINT (-87.931040231106 43.010451282845),8,3,Milwaukee County,03,3.0,4,55079016800
1077,5110 W Locust St                               ,Milwaukee      ,53210-1626,-87.977998083447,43.071652628981,100.0,3000588533,002,POINT (-87.977998083447 43.071652628981),17,6,Milwaukee County,06,6.0,4,55079005000
1078,6644 N 107th St                               ,Milwaukee      ,53224-5006,-88.045182557797,43.138866984816,100.0,3000588533,003,POINT (-88.045182557797 43.138866984816),12,4,Milwaukee County,04,4.0,4,55079000302
1079,2029 N 20th St                               ,Milwaukee      ,53205-1140,-87.937706861616,43.056973988683,100.0,3000588533,005,POINT (-87.937706861616 43.056973988683),16,6,Milwaukee County,06,6.0,4,55079185400
1080,5075 N Sherman Blvd                               ,Milwaukee      ,53209-5246,-87.966559132546,43.10972004808,100.0,3000588543,001,POINT (-87.966559132546 43.10972004808),11,4,Milwaukee County,04,4.0,4,55079002800
1081,4456 N Teutonia Ave                               ,Milwaukee      ,53209-6225,-87.943319803077,43.098129887645,100.0,3000588543,002,POINT (-87.943319803077 43.098129887645),10,4,Milwaukee County,04,4.0,4,55079004300
1082,1250 E Burleigh St                               ,Milwaukee      ,53212-2217,-87.894986228968,43.074735073873,100.0,3000588593,001,POINT (-87.894986228968 43.074735073873),19,7,Milwaukee County,07,7.0,4,55079007200
1084,2765 N Fratney St                               ,Milwaukee      ,53212-2607,-87.901612374886,43.069017987265,100.0,3000588613,001,POINT (-87.901612374886 43.069017987265),16,6,Milwaukee County,06,6.0,4,55079008000
1085,1547 N 14th St                               ,Milwaukee      ,53205-2109,-87.930674947766,43.051303002542,100.0,3000588643,001,POINT (-87.930674947766 43.051303002542),16,6,Milwaukee County,06,6.0,4,55079186200
1086,2121 W Hadley St                               ,Milwaukee      ,53206,-87.939322221996,43.069607821791,100.0,3000588683,001,POINT (-87.939322221996 43.069607821791),16,6,Milwaukee County,06,6.0,4,55079008700
1087,3815 Kilbourn Ave                               ,Milwaukee      ,53208,-87.961546000075,43.041662556604,99.43,3000588703,001,POINT (-87.961546000075 43.041662556604),18,6,Milwaukee County,06,6.0,4,55079012300
1088,4850 N 82nd St                               ,Milwaukee      ,53218-3604,-88.013494689024,43.106227225208,100.0,3000588743,001,POINT (-88.013494689024 43.106227225208),11,4,Milwaukee County,04,4.0,4,55079001700
1089,2616 W Garfield Ave                               ,Milwaukee      ,53205-1042,-87.946754455542,43.059211244369,100.0,3000588753,001,POINT (-87.946754455542 43.059211244369),16,6,Milwaukee County,06,6.0,4,55079009900
1091,5760 N 67th St                               ,Milwaukee      ,53218-2307,-87.994668431577,43.122123295032,100.0,3000588823,001,POINT (-87.994668431577 43.122123295032),11,4,Milwaukee County,04,4.0,4,55079001300
1092,1712 S 32nd St                               ,Milwaukee      ,53215-2104,-87.953981416278,43.011952355975,100.0,3000588863,001,POINT (-87.953981416278 43.011952355975),9,3,Milwaukee County,03,3.0,4,55079017100
1098,619 E Dover St                               ,Milwaukee      ,53207-2107,-87.901627713769,42.997141365426,100.0,3000588873,001,POINT (-87.901627713769 42.997141365426),19,7,Milwaukee County,07,7.0,4,55079017900
